Product Name,Price,Rating,Product URL
"Samsung Galaxy A23 Black, 6GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers","₹16,490",4.0 out of 5 stars,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09VKBL81J/ref=sr_1_1?dib=eyJ2IjoiMSJ9.mlV7c6bvOq0e07YQ8pRv4-94rPtKpW4wW52jJXzhYQOCx4J47nulyqGp9GrUTAu7zVEdnGWXYqR6MZ9uqcM7Hv53L9nqb1RJbwDsFOKz7RgudMLBbscfRx_X-FPcSvlxW0xqB6waopBv343l57HsAjxUmr64l1Zm6pnTyp06EZwM8V9grAdh7LomF2U4PS_JbWKjQ_zlOvMMd1Ed8pGv5CchOan8l6t6-3dQCbPkQFY.UNKBBqw2bLWbThzQGBua9dws0-Ye_8edb4olUgUzqKk&dib_tag=se&keywords=Samsung+Galaxy+A23&nsdOptOutParam=true&qid=1728533978&sr=8-1
"Samsung Galaxy A23 Blue, 8GB RAM, 128GB Storage with No Cost EMI/Additional Exchange Offers","₹16,499",4.0 out of 5 stars,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B09VK34ZZR/ref=sr_1_2?dib=eyJ2IjoiMSJ9.mlV7c6bvOq0e07YQ8pRv4-94rPtKpW4wW52jJXzhYQOCx4J47nulyqGp9GrUTAu7zVEdnGWXYqR6MZ9uqcM7Hv53L9nqb1RJbwDsFOKz7RgudMLBbscfRx_X-FPcSvlxW0xqB6waopBv343l57HsAjxUmr64l1Zm6pnTyp06EZwM8V9grAdh7LomF2U4PS_JbWKjQ_zlOvMMd1Ed8pGv5CchOan8l6t6-3dQCbPkQFY.UNKBBqw2bLWbThzQGBua9dws0-Ye_8edb4olUgUzqKk&dib_tag=se&keywords=Samsung+Galaxy+A23&nsdOptOutParam=true&qid=1728533978&sr=8-2
